Placer County,1,95661
San Diego County, a subsidiary of Becton,nt,26
San Diego County, a subsidiary of Becton,nt,58
Alameda County, Inc.,94551
Los Angeles County,293,90220
Ventura County,12,91361
Ventura County,27,91362
Ventura County,10,93021
Napa County,206,94573
Alameda County,4,94710
Los Angeles County,81,90025
Riverside County,15,92590
San Luis Obispo County,94,93401
Alameda County,632,94560
Alameda County,36,94560
Santa Clara County,250,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,95054
San Joaquin County,20,95240
San Joaquin County,1,95240
San Joaquin County,1,95240
San Joaquin County,1,95240
Alameda County,41,94608
Alameda County,4,94710
Orange County,204,92612
San Diego County,5,92008
San Diego County,558,92008
San Francisco County,68,94133
Santa Clara County,5,95138
Los Angeles County,9,90745
Madera County,80,93637
San Francisco County,417,94128
Orange County,3,92821
San Diego County,2,91942
San Francisco County,9,94107
Los Angeles County,2,90503
Alameda County,5,94702
Imperial County,36,92233
Los Angeles County,4,90012
Los Angeles County,2,90041
Los Angeles County,1,90041
Los Angeles County,2,91342
Los Angeles County,1,90042
Los Angeles County,3,90011
Los Angeles County,1,90015
Los Angeles County,3,90042
Los Angeles County,1,91770
Los Angeles County,1,91773
Los Angeles County,1,90201
Los Angeles County,1,91731
Los Angeles County,1,90255
Los Angeles County,2,90640
Los Angeles County,1,91331
Los Angeles County,3,91748
Sacramento County,59,95757
Sacramento County,61,95757
Sacramento County,229,95757
Sacramento County,32,95757
Sacramento County,33,95757
San Diego County,101,92037
Los Angeles County,93,90405
Los Angeles County,10,91301
San Francisco County,784,94103
Santa Clara County,106,95128
Santa Clara County,59,95131
Santa Clara County,1,94303
Santa Clara County,5,94015
Santa Clara County,1,94025
Orange County,64,92653
Riverside County,3,92507
Riverside County,1,92503
Riverside County,4,92505
Riverside County,1,92860
Riverside County,1,92530
Sacramento County,1,95842
Sacramento County,1,95825
San Diego County,57,92037
San Francisco County,2,94132
San Francisco County,152,94111
Solano County,1,94591
Sonoma County,1,95401
Sonoma County,1,94928
Ventura County,1,93030
Ventura County,1,93060
Los Angeles County,4,91505
Los Angeles County,2,91502
Marin County,3,94939
Marin County,1,94945
Contra Costa County,29,94520
Fresno County,2,93612
Alameda County,13,94612
Orange County,33,92614
Orange County,53,92614
San Francisco County,227,94107
Orange County,175,92705
Alameda County,4,94538
Alameda County,80,94538
Los Angeles County,57,91016
Los Angeles County,7,91364
Los Angeles County,2,90020
Los Angeles County,1,90016
Los Angeles County,1,91344
Los Angeles County,4,90064
Los Angeles County,6,91311
Los Angeles County,47,91773
Los Angeles County,2,90405
Los Angeles County,2,90703
Los Angeles County,13,90503
Los Angeles County,2,90245
Los Angeles County,3,90247
Los Angeles County,4,90278
Los Angeles County,2,90505
Los Angeles County,3,91502
Los Angeles County,2,91207
Los Angeles County,23,90013
Los Angeles County,159,91301
San Mateo County,58,94070
Orange County,29,92612
Los Angeles County,162,90094
Los Angeles County,1,90058
Los Angeles County,121,90058
San Francisco County,362,94105
Orange County,2,92804
Santa Clara County,86,95035
Santa Clara County,48,95035
Orange County,2,92840
Orange County,6,92866
Orange County,3,92780
Orange County,12,92832
Orange County,12,92614
Orange County,4,92694
Orange County,10,92692
Orange County,4,92660
Orange County,4,92821
Orange County,1,92629
Orange County,5,92618
Orange County,62,92612
Riverside County,83,92543
Riverside County,14,92543
Riverside County,32,92586
Santa Clara County,93,95119
Santa Clara County,103,95119
Los Angeles County,27,90021
San Mateo County,105,94063
San Diego County,11,92101
San Diego County,23,92123
San Francisco County,11,94108
Santa Clara County,77,94041
San Francisco County,97,94107
Sonoma County,274,94954
San Francisco County,55,94105
Santa Barbara County,71,93117
Santa Barbara County,14,93117
Santa Barbara County,11,93117
Alameda County,46,94566
San Mateo County,49,94080
Los Angeles County,4,90405
San Francisco County,10,94103
San Mateo County,50,94002
Santa Clara County,155,95035
Orange County,7,92626
Alameda County,4,94545
El Dorado County,41,95762
El Dorado County,47,95762
El Dorado County,30,95762
El Dorado County,8,95762
Los Angeles County,24,91367
Los Angeles County,27,91755
Los Angeles County,2,91756
Shasta County,16,96002
San Mateo County,20,94404
Santa Clara County,269,94043
Alameda County,62,94607
Sacramento County,24,95670
San Diego County,5,92108
San Diego County,2,92108
San Diego County,206,92122
San Diego County,1,92121
San Francisco County,1,94104
San Joaquin County,74,95240
Los Angeles County,3,90245
Alameda County,63,94501
Alameda County,6,94588
Santa Clara County,1,94043
Santa Clara County,7,94040
Orange County,90,92649
Orange County,8,92627
Riverside County,4,91752
San Francisco County,1,94132
San Francisco County,19,94105
San Francisco County,113,94107
San Francisco County,1,94107
San Francisco County,2,94107
Santa Clara County,14,95128
Santa Cruz County,9,95073
Marin County,3,94925
Alameda County,25,94555
Alameda County,7,94555
Alameda County,64,94555
Alameda County,18,94555
Alameda County,13,94555
Alameda County,14,94555
Alameda County,3,94555
San Mateo County,67,94010
San Mateo County,32,94010
San Mateo County,34,94010
San Mateo County,46,94010
San Mateo County,85,94025
San Mateo County,32,94025
San Mateo County,139,94025
San Mateo County,241,94025
San Mateo County,140,94025
San Mateo County,142,94025
San Mateo County,60,94025
San Mateo County,632,94025
San Mateo County,77,94025
San Mateo County,94,94025
Santa Clara County,98,94089
Santa Clara County,139,94089
Santa Clara County,31,94089
Santa Clara County,73,94089
Santa Clara County,14,94089
Santa Clara County,55,94089
Santa Clara County,44,94089
Santa Clara County,46,94089
San Diego County,150,91942
San Diego County,22,91942
Monterey County,48,93928
Alameda County, wholly-owned subsidiary of Altais,94607
San Joaquin County,82,95205
Los Angeles County,19,90021
Orange County,461,92677
Sacramento County,44,95670
San Diego County,14,92122
Ventura County,61,93010
Los Angeles County,128,91203
Los Angeles County,4,91105
San Mateo County,18,94080
San Diego County,23,92130
Santa Clara County,36,95118
Stanislaus County,5,95307
Marin County,3,94925
Alameda County,2,94538
Alameda County,9,94538
San Francisco County,60,94104
Los Angeles County,152,90503
Alameda County,1,94551
Alameda County,16,94551
Los Angeles County,103,90066
Santa Clara County,72,94085
San Diego County,9,92008
San Diego County,1,92121
Los Angeles County,75,90067
Los Angeles County,54,90038
Los Angeles County,14,90023
Los Angeles County,89,91356
Orange County,53,92618
San Bernardino County,93,92377
San Diego County,12,92108
San Diego County,1,92108
San Diego County,10,92108
San Diego County,5,92108
San Diego County,5,92108
San Diego County,1,92108
San Diego County,4,92108
San Diego County,6,92108
San Diego County,1,92108
San Francisco County,311,Tower
San Francisco County,59,94103
Ventura County,63,91320
Yolo County,22,95695
Yolo County,29,95695
Alameda County,350,94551
Alameda County,44,94550
Alameda County,7,94612
Alameda County,1,94612
Alameda County,1,94612
Alameda County,3,94612
Alameda County,1,94612
Alameda County,5,94612
Alameda County,4,94612
Alameda County,1,94612
Alameda County,7,94612
Alameda County,5,94612
San Bernardino County,261,92394
San Francisco County,111,94103
Los Angeles County,8,91101
Placer County,3,95661
Los Angeles County,19,91301
Ventura County,1,91361
San Mateo County,75,94005
Orange County, Inc.,92649
Orange County,7,92705
Ventura County,1,91362
Ventura County,1,91362
Ventura County,2,93021
Orange County,110,92648
San Bernardino County,34,91761
San Diego County,153,92121
Los Angeles County,182,90292
Orange County,12,92646
San Diego County,141,92121
Los Angeles County,108,90201
San Luis Obispo County,45,93420
Fresno County,57,93721
Fresno County,15,93611
Los Angeles County,47,90249
Los Angeles County,54,90404
Orange County,39,90631
Orange County,9,90631
Orange County,30,90631
San Diego County,143,92122
Santa Clara County,93,95110
Ventura County,35,93003
Ventura County,7,93003
Fresno County,2,93612
Santa Clara County,30,95035
Orange County,51,92618
Sacramento County,2,95670
Santa Clara County,50,95054
Alameda County,73,94588
Alameda County,5,94551
Los Angeles County,68,90021
Santa Clara County,257,94304
Los Angeles County,3,91406
San Mateo County, a company within Teva Pharmaceuticals USA,nt,30
Santa Clara County,222,95035
San Francisco County,80,94158
Santa Clara County,371,95134
Los Angeles County,92,90008
Los Angeles County,321,90401
San Francisco County,650,94105
San Francisco County,1,94105
San Francisco County,52,94105
San Francisco County,49,94105
Alameda County,1,94710
Alameda County,1,94710
Alameda County,1,94710
Alameda County,62,94710
Alameda County,39,94551
Alameda County,166,94538
Los Angeles County,43,90808
San Mateo County,34,94025
San Mateo County,22,94025
San Mateo County,9,94025
San Mateo County,4,94025
San Mateo County,3,94025
San Mateo County,8,94025
San Mateo County,1,94025
San Mateo County,1,94025
San Mateo County,1,94025
San Mateo County,16,94025
San Mateo County,10,94025
San Mateo County,17,94025
Orange County,46,92648
San Bernardino County,116,92374
San Bernardino County,3,92374
San Diego County,81,92121
San Diego County,12,92121
San Diego County,8,92121
San Diego County,7,92121
San Diego County,39,92121
San Diego County,10,92121
San Diego County,161,92121
San Diego County,4,92121
San Diego County,63,92081
San Diego County,3,92081
San Diego County,181,92037
San Francisco County,17,94123
San Francisco County,97,94104
San Francisco County,226,94104
San Francisco County,59,94112
Orange County,59,92704
Solano County,1,95688
Ventura County,5,91320
Orange County,96,92802
Los Angeles County,43,90094
Riverside County,54,91752
San Bernardino County,12,91739
San Bernardino County,9,91739
San Bernardino County,5,91739
San Bernardino County,22,91739
San Bernardino County,19,92337
San Diego County,47,92069
San Francisco County,1,94103
San Francisco County,54,94103
San Francisco County,2,94103
San Francisco County,1,94103
San Francisco County,8,94103
San Francisco County,2,94103
San Francisco County,121,94102
San Luis Obispo County,45,93420
Tulare County,1,93274
Alameda County,1,94555
Alameda County,1,94555
Los Angeles County,83,90401
San Mateo County,119,94080
Orange County,3,92606
Orange County,4,92606
Orange County,44,92606
Riverside County,14,92509
Santa Clara County,80,95037
Los Angeles County,80,90245
Los Angeles County,86,90803
San Francisco County,68,94105
San Francisco County,8,94105
San Francisco County,4,94105
San Francisco County,92,94108
San Francisco County,53,94103
Yolo County,90,95776
Alameda County,29,94608
Los Angeles County,13,90640
Santa Clara County,201,95054
Sacramento County,167,95630
Sacramento County,176,95630
San Francisco County, Inc.,treet
Alameda County,93,94544
Alameda County,9,94551
Alameda County,5,94551
Kern County,6,93309
Los Angeles County,151,90040
Riverside County,211,92878
San Bernardino County,33,91761
San Diego County,24,92126
San Joaquin County,25,95330
San Joaquin County,8,95330
San Joaquin County,19,95330
Stanislaus County,23,95358
Yolo County,25,95691
Fresno County,8,93640
Los Angeles County,143,90058
Los Angeles County,87,91789
Los Angeles County,16,90404
Los Angeles County,39,90404
Los Angeles County,2,90401
Madera County,687,93637
Madera County,70,93637
Madera County,7,93610
Merced County,46,95348
Santa Clara County,52,94089
Santa Clara County,33,94089
Santa Clara County,58,94089
Santa Clara County,7,94089
Santa Clara County,5,94089
Santa Clara County,2,94089
Santa Clara County,74,94041
Orange County,10,92618
Orange County,1,92618
Orange County,17,92618
Orange County,58,92618
San Diego County,98,92121
San Diego County,2,92122
San Diego County,372,92121
San Francisco County,1,94124
San Francisco County,20,94111
San Francisco County,63,94105
San Francisco County,20,94105
Santa Clara County,61,95008
Santa Barbara County,2,93101
Los Angeles County,22,90291
Los Angeles County,6,90291
Los Angeles County,2,90291
Los Angeles County,4,90291
Los Angeles County,5,90291
Los Angeles County,123,90094
Los Angeles County,1,90094
San Mateo County,20,94066
San Mateo County,31,94066
San Mateo County,40,94066
San Mateo County,24,94066
Santa Clara County,50,94304
Santa Clara County,2,94304
Santa Clara County,45,94022
Santa Clara County,62,94035
Santa Clara County,41,94035
Santa Clara County,30,94043
Santa Clara County,6,94043
Santa Clara County,18,94043
Santa Clara County,5,94043
Santa Clara County,17,94043
Orange County,32,92612
San Benito County,432,95023
San Benito County,11,95023
San Benito County,5,95045
San Benito County,10,95023
San Benito County,18,95023
San Benito County,8,95023
San Benito County,7,95023
San Benito County,16,95023
San Benito County,12,95023
San Benito County,93,95023
San Benito County,2,95023
San Benito County,12,95023
San Benito County,1,95023
San Benito County,85,95023
San Diego County,66,92121
Los Angeles County,85,91355
San Mateo County,21,94080
Santa Clara County,140,94043
Santa Clara County,8,94043
Santa Clara County,6,94043
Santa Clara County,3,94043
Santa Clara County,21,94043
Santa Clara County,17,94043
Santa Clara County,24,94043
Santa Clara County,19,94043
Santa Clara County,42,95054
Santa Clara County,9,95054
Santa Clara County,101,95054
Santa Clara County,25,95054
Santa Clara County,8,94043
Santa Clara County,18,94043
Santa Clara County,8,94043
Santa Clara County,20,94043
Santa Clara County,2,94043
Santa Clara County,4,94043
Santa Clara County,11,94043
Santa Clara County,31,94043
San Diego County,43,92131
San Diego County,34,92121
San Diego County,217,92123
Santa Clara County,74,95035
San Bernardino County,96,91761
Los Angeles County,86,90245
Los Angeles County,86,90245
Alameda County,27,94538
Alameda County,13,94538
Alameda County,5,94705
Alameda County,5,94609
Alameda County,56,94607
San Francisco County,7,94109
San Francisco County,1,94118
San Francisco County,3,94118
San Francisco County,11,94110
San Francisco County,4,94114
Santa Clara County,4,95131
San Mateo County,9,94015
Alameda County,261,94612
Riverside County,18,92506
San Diego County,45,92121
San Diego County,26,92128
San Diego County,1,92127
Stanislaus County,14,95356
San Francisco County,26,94123
Ventura County,7,93003
Imperial County,76,92243
San Mateo County, P.C.,Drive
Santa Clara County,64,94043
San Diego County,1,92122
San Diego County,79,92121
Ventura County,305,91320
Riverside County,175,92571
San Bernardino County,156,92408
Los Angeles County,50,90221
Santa Clara County,37,94043
Santa Clara County,63,94085
Riverside County,112,92879
Riverside County,22,92562
San Diego County,32,92126
San Diego County,183,92121
San Diego County,15,92121
San Bernardino County,31,91710
San Bernardino County,11,91710
San Bernardino County,62,91710
Santa Clara County,41,94043
Santa Clara County,1,94043
Santa Clara County,3,94043
Santa Clara County,1,95050
San Bernardino County,130,91708
Los Angeles County,105,91101
Los Angeles County,110,91342
Los Angeles County,224,91335
Sacramento County,226,95827
Santa Clara County,319,95131
Los Angeles County,142,90723
Alameda County,200,94538
Alameda County,200,94551
Santa Clara County,7,94043
Santa Clara County,1,95051
Santa Clara County,1,95051
Santa Clara County,1,94043
Santa Clara County,2,94043
Santa Clara County,41,94043
Santa Clara County,9,94043
San Francisco County,101,94107
San Francisco County,47,94104
Santa Clara County,73,95128
Alameda County,196,94588
Los Angeles County,149,90022
San Mateo County,4,94403
Orange County,43,92660
San Bernardino County,58,92374
San Diego County,117,92064
San Francisco County,61,94105
San Francisco County,247,94105
San Francisco County,7,94105
San Francisco County,4,94105
San Francisco County,80,94105
San Francisco County,49,94107
Santa Clara County,148,95128
Los Angeles County,77,91311
Los Angeles County,100,90058
San Francisco County,84,94103
Orange County,284,90305
Alameda County,55,94710
Alameda County,6,94538
Alameda County,31,94538
Orange County,184,92802
Los Angeles County,364,91789
San Diego County,196,92121
San Francisco County,155,94108
Alameda County,59,94588
San Mateo County,102,94403
San Francisco County,15,94105
San Francisco County,159,94105
Santa Clara County,169,95125
Alameda County,17,94608
Alameda County,9,94710
Los Angeles County,66,91352
Santa Clara County,114,94040
Santa Clara County,49,95054
Santa Clara County,1,95054
Santa Clara County,1,95054
Riverside County,2,91752
San Diego County,538,92121
San Diego County,36,92008
San Francisco County,74,94107
Santa Clara County,220,95138
Santa Clara County,61,95134
Contra Costa County,65,94583
Placer County,59,95661
Los Angeles County,39,91356
Los Angeles County,1,91356
Los Angeles County,43,91311
Los Angeles County,13,91311
Los Angeles County,146,91016
Merced County,241,95348
San Mateo County,65,94063
Santa Clara County,159,94304
Alameda County,58,94607
Orange County,8,92612
Sacramento County,128,95670
San Diego County,79,92121
San Francisco County,49,94104
Los Angeles County,30,90245
Ventura County,42,91320
Marin County,90,94903
Mendocino County,27,95418
Fresno County,64,93662
Merced County,135,95301
Santa Clara County,43,95050
Orange County,62,92648
Riverside County,6,92264
Sacramento County,503,95838
Los Angeles County,200,90278
Alameda County,6,94545
Los Angeles County,91,91406
Plumas County,51,96020
Santa Clara County,49,94085
Santa Clara County,3,94043
San Francisco County,39,94105
San Joaquin County,59,95215
Los Angeles County,78,90071
Los Angeles County,5,90021
San Mateo County,132,94063
Orange County,112,92618
San Francisco County,63,94107
San Francisco County,89,94107
Santa Barbara County,76,93456
Sonoma County,17,94954
Los Angeles County,24,90248
Los Angeles County,16,90248
Los Angeles County,6,90248
Los Angeles County,30,90501
Los Angeles County,1,90501
Stanislaus County,65,95323
Santa Clara County,150,4&#9;
Santa Clara County,61,4&#9;
Santa Clara County,29,4&#9;
Orange County,153,92606
Orange County,35,8&#9;
Orange County,31,0&#9;
Orange County,8,92614
Orange County,8,8&#9;
Orange County,4,6&#9;
San Bernardino County,112,92301
Santa Clara County,199,95113
Kern County,54,93203
Kern County,1,93311
Los Angeles County, Inc.,91324
Los Angeles County,163,91367
San Mateo County,1,94065
San Mateo County,5,94065
San Mateo County,223,94065
Santa Clara County,69,95054
Santa Clara County,47,95054
Santa Clara County,3,95054
Santa Clara County,4,95054
Los Angeles County,31,91789
Santa Clara County,111,94043
Santa Clara County,1,94043
Alameda County,34,94607
Alameda County,48,94545
Placer County,48,95661
Los Angeles County,1,90015
San Francisco County,109,94110
Los Angeles County,7,90502
Los Angeles County,11,90502
San Mateo County,3,94080
San Mateo County,2,94080
San Mateo County,14,94080
San Mateo County,7,94005
San Mateo County,33,94005
San Mateo County,51,94065
Santa Clara County,10,95035
Santa Clara County,72,95035
Santa Clara County,67,94089
San Bernardino County,59,92337
San Diego County,123,92121
San Diego County,12,92126
San Diego County,19,92121
Sonoma County,62,94954
Los Angeles County,11,91801
San Francisco County,268,94104
Los Angeles County,62,90746
San Diego County,62,92122
San Diego County,2,92121
San Diego County,2,92121
San Diego County,2,92103
San Diego County,1,92037
San Diego County,63,92121
San Francisco County,55,94105
Alameda County,108,94538
Santa Clara County,3,95054
Los Angeles County,12,90015
Riverside County,137,92878
Los Angeles County,40,90502
Los Angeles County,26,90502
Fresno County,25,93640
Cook County,1,60654
Orange County,45,92782
Orange County,17,90631
Riverside County,10,92882
Yolo County,44,95691
Los Angeles County,127,91311
Los Angeles County,115,90232
Santa Clara County,416,95014
Sacramento County,87,95758
Ventura County,425,91320
San Mateo County,59,94070
Santa Clara County,54,94043
Santa Clara County,1,94043
San Diego County,89,92121
Santa Clara County,1,95138
San Francisco County,130,94105
San Diego County,260,92037
Sacramento County,25,95652
San Joaquin County,160,95304
San Mateo County,271,94080
Santa Clara County,13,94304
Riverside County,12,92879
Riverside County,11,92879
San Bernardino County,1,92408
Los Angeles County,91,90245
Contra Costa County,63,94804
Los Angeles County,180,90292
Marin County,58,94925
Santa Clara County,96,95054
Santa Clara County,19,94043
Santa Clara County,1,95051
Orange County,29,92618
San Bernardino County,62,92377
San Diego County,118,92111
Santa Clara County,1,95138
Ventura County,4,91362
Alameda County,52,94560
Los Angeles County,87,91302
Orange County,15,92618
Ventura County,3,91362
Riverside County,52,91752
Riverside County,110,92223
San Francisco County,86,94105
Santa Clara County,91,95110
Ventura County,58,93010
Alameda County,57,94538
Fresno County,8,93612
Los Angeles County,52,90023
San Francisco County,23,94103
Alameda County,133,94560
Los Angeles County,115,91342
Los Angeles County,107,90015
Los Angeles County,69,91750
Los Angeles County,60,90640
Santa Clara County,59,94085
San Bernardino County,953,91708
San Diego County,107,92009
Santa Clara County,4,95110
Alameda County,9,94555
Los Angeles County,3,90232
San Mateo County,13,94025
San Mateo County,17,94025
San Mateo County,4,94025
San Mateo County,3,94025
San Mateo County,1,94025
San Mateo County,2,94025
San Mateo County,2,94025
Los Angeles County,143,90028
San Mateo County,75,94080
Orange County,47,92626
Riverside County,39,92509
Los Angeles County,4,90040
Los Angeles County, Inc.,90028
San Mateo County,30,94080
San Bernardino County,76,92407
San Bernardino County,1,92408
San Francisco County,153,94104
Kern County,58,93501
Los Angeles County,603,90808
Los Angeles County,110,90023
San Francisco County,53,94105
San Francisco County,83,94103
Orange County,241,92801
Los Angeles County,56,91355
San Mateo County,94,94005
Orange County,181,92618
San Diego County,1,92064
San Diego County,2,92064
San Diego County,6,92064
San Diego County,3,92064
San Diego County,1,92064
San Diego County,12,92064
San Diego County,117,92064
San Diego County,2,92064
San Diego County,5,92064
San Diego County,15,92064
San Diego County,2,92064
San Diego County,23,92064
San Diego County,9,92064
San Diego County,3,92064
San Diego County,1,92064
San Diego County,13,92064
San Diego County,1,92064
San Diego County,14,92128
San Diego County,144,92128
San Diego County,2,92121
San Joaquin County,81,95205
Santa Clara County,75,95112
Kern County,6,93501
Los Angeles County,86,90808
Los Angeles County,175,90245
Alameda County,46,94560
Alameda County,222,94560
Alameda County,6,94538
Santa Clara County,343,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,94089
Santa Clara County,1,95054
Santa Clara County,1,94089
San Diego County,49,92154
San Diego County,49,92154
San Diego County,72,92154
San Joaquin County,58,95240
San Joaquin County,1,95240
San Joaquin County,1,95240
San Joaquin County,1,95240
Los Angeles County,12,90015
San Diego County,29,92126
San Diego County,52,92121
San Diego County,137,92121
San Francisco County,65,94133
Los Angeles County,26,90502
Los Angeles County,41,90502
Report Summary,292,osure
Total,,,12,0
